topic,image_id
69,I4f6bec17846a08fd649a63e0
76,Ic1c2d8b3fe40a8c48506a24e
68,I5887a5b96bcdb00554d41826
86,Ic9dfa0defc74d6bbe55971ae
51,I992aa1850f366be0237da2a8
68,I3ccaba4b122b5bf8ecf570c9
91,I0371cd7c63aa16ac9ceff27d
71,I04fb3e37b4062f57bb357e5f
66,I33f40caef1dd3a205946d645
91,I6605f9650893580a0352f542
94,I78e0cd0495b39bba5be4ae98
55,I3d97cef4be019acbae6319c2
54,If7998bfafe2809a1f96910e6
92,Id77be7ff5b3187628e0459cb
68,If8800ab9b7816ffcb9cd98b7
92,I6a1f9c2617d4fcac3e8ea8f8
74,I85abbdabb7b68bf735f69605
91,Id880c4ebda5bb62b7be27014
53,Ieb3c327a77301bbdbb9ab24e
94,If48e57c45a60855b0a4be362
63,Ifd23be9ebff78b2c29d92a54
88,I3d65325d351a065da33b76b4
92,I68c88ca351c16a976686ae77
86,Iebb02fd7c25ae558e38f84d3
67,I9c5e513a2ac5dd2fcefbe6ac
90,I0ba5e624a09d887694810bd1
76,I59042050789a75c81361bc08
51,Ia66d9562e57d590b86609212
91,I99905392581343a8a696f5e2
58,I67a999474f6f3477dd89382f
100,I189923acb5bcaf6668a55699
81,I3244c7494b506ea4c1d906b8
74,Ibeec408467b72ec2510fa06a
53,I0066167e9cd3a91717b6fb93
81,Ibc6bcd7381290611cf49c450
100,Ica1e847be34cf359fc3e136e
60,Iba72ae297515b237c2280376
71,I678522a0ed4ef66d4cd5877a
68,I67d8372788ceb63bdae1ee1f
78,I8860e3f51a2f84482fb59362
90,I1bd0c8cb8751237ede9dc91f
57,I11fa604e8a789fdf2b037b50
90,I998019626ac83532cb4d2a1a
69,I0b401df180e4ea8a26158c48
92,Idd435c78e81c0a95078aae3e
65,I46b79b5d81bf4edb8cddf8fc
81,I01c0e0be4345555ff1ee2dbb
89,Ib3fb847e5ada9f2ab44396c9
64,I73bc3a740dccd52b7cca9e9e
97,I5ec0af948cce44211804b482
67,I96960d63550c5533d3aded74
99,Ic8041dd3dc49bcc8571d433e
91,Ie13e5ad382c4e246c53d5444
68,Ic971dc51e4078909a6feaff4
74,I61c4701d9d2dba211ec2431b
74,Ie1e6d589843773f9ade6862e
59,I1f6ccae7ee0fcd0cdd64ce0a
76,I36e46c7d6b1bdcf0fd220867
52,Ica495b0d3d912a54d9158b78
73,I18a378637c333c041f11042d
88,Ib9fe43432e7ef1b4d86bdaba
56,I1a05bb3e3b6c3fb931d56223
100,I477ed6d564b385b6f93709e4
84,I4d6c55f0b69a82592cf2c82a
76,Ib74a12b9323eb8ba72191c05
54,Ic02cbb46622338af05f8e29a
67,I0b4b88154a78e11c3bd4913c
60,I1e2ef221a70e6828bcba1b28
69,I184cc6796137426dd6a27b90
75,Ie54937b5059491c9cb575174
98,I1c641dade4d1eda277554fbb
63,I8738de3401bb94d855095819
59,I9442471e2ba3d28c7902e314
75,Ic7af6abe978c6f0e7d4c4374
66,Ib128e513eca9052a4f282af2
57,I9be73efd49f78664e8be0662
80,Iecf6255aeea90e28ced42b03
91,I6b7a063038cd973eab8025cf
88,Ib41a069d51b70ce783176aa3
81,Ib318c45f8449539f5a93eae6
66,If1fc282e561859b8b358aa3d
67,I14e2e34b56353ffe859cb572
83,I0e521dc5b3ade209d6b12557
99,I4a5926b2408d8b9a72f504f1
52,I287d42e200eecc3ecffdb769
67,Ibdc515060b307eed10d7d6b9
72,Id4739706c90529ff8b5307f2
99,Ife40ecf8b43c62eec52d27f7
75,I075af7a5fb99b474f9c1d860
60,Iaec42ca0b68fc9c3de27d392
66,I7e107a94fcd9f66fc09071ae
88,I9ba6a341b463e4f97ce3a66a
98,I4258fecffecbb21f8fb808b6
96,Ic0f52af5a79e94ce3225f2e0
82,I44203b36469553172cf62230
69,Iea4926edb6c182635ee2f1b8
73,I5c93df670645f33a45df3aac
53,I01108e5186a9191d4744c7e8
69,Ia1bff080d9a7016a2b07819b
74,I311b40bd374144cd131bac09
87,I64baea793095bc67d93fef9f
63,I94aa2cffff1c1ddb353048f6
83,Ifd921df5dc06ce0e47f9c259
67,I4faf5a9186f6bd3080aef84c
66,I8cf9c36eebfde135d06b4c66
53,Ia45327317358a139f3524c6d
58,I57959eb3b660a2887cd3089d
65,I933410ee56b2aa9f40c899d9
89,I609bf2e9f1a42931d9ff2185
62,Ic779a50cc61c223f82cffe34
100,Ic9dc691be49fc9f91cacedd4
71,I4022dffc08012a4563767049
58,I617554a7133db3e93b38a1a5
79,I146fcb812779be5622122f27
66,If45f2504d0c8c895a4019b02
70,I3b38cfb0a152499498ce4b3b
88,I380f738dc45133f3720357a1
66,If84bb2bdf39f3bbdc50b824e
52,Ifbaa62b607874dbc925a29bd
73,I414ff316bdfc167c930eee2a
100,Id11f4011a13c6cc0b3f7d6e6
66,I8a3f0dfc12b278a7c6590d14
55,Ieb6cfc684c6a475bcd31b9da
59,If9685fdbc7aa4bcac277658e
76,I84da4c76e4404b4a16143033
75,I418229ca2237ac0581a9f3c5
84,If142f6cad76d6c2ded17b51a
70,Iaf228c73afc66ec6c66d00bb
80,I5fdf5242780acca308d0670e
72,I14d010fdaeb4c50fb415645f
68,Iac3fb313ca0f60725e16f73b
69,I21f0ea98d68d78abf0958093
97,I2c2c8a39f0d1b21c9ce5c8d6
92,I0d7f2b255c3acc2a2de6c635
61,Ie4e161e189a5cc375bd6975f
66,I82881417eeea2ab93882213e
88,Ia33a91d8a8d97492853f0d52
87,Iac712c24bcc392fd06527049
85,Iea48214f7a5543c0df26dff5
82,I74f010e8dce850d29b36b315
75,I75d73cef9dfadbcbb3c21606
64,Iccba79790baf18a47271d0a0
85,I01d325a8ed88a7291a8cff06
98,I453494f30f8a1b3d945b6c88
65,I5ecc65aa12e67b3eadddcb77
78,I0c3cd24eda3a6e428f5d543b
69,I909b480adb21fb4267824dec
60,I327e1a84f2c146aeb3c86e77
79,I763cfd6be5d000d06097e045
83,I7d61e628e0c2c0f53d7aa4f9
53,Ife4730ff8ba146fba79fc02c
70,I84a10c618d7682bc704d0da0
62,I1c3f5c06a795148816ea9ee7
91,I1c969f4b6815d6a8446644c8
74,I4997a190bcc733f1f65a165e
59,Ic49f19319820606919d9fc29
71,Ia2b1dae23ad528104b8d8a74
99,I26091c932752133ef2323980
56,Iec9a75eb311081edb8e5bd70
80,I4718f839e7d82e25d8588af4
53,Id90a9495ac1d96c5f7377447
89,Ia18a20121b5b323cd2e11e74
100,I7fee25bcc73c9f92701691a7
93,I90c3e774a3adf61cf1e1e24a
52,Ifaa868f4f7c777540e9ac0fc
94,Ie426dd49474cd351e668a3b6
55,I537ae8a9741da7df0e301fdd
81,Ibc678f9d2cae7c6869e12990
100,I075dd4d9599072f3440bdcb6
75,I9dae0650cb664bc6eb64eaf2
81,Ib885eb588f563f7a8d48b507
86,I588a631e011aa08399413eca
69,I775aeaf7b38445209eb396d2
57,Id8e60b1284cca8fcf1320df4
82,Ie3571f39dfe4da7d765f9ee7
79,Ib3d9bc6f70891efff4a44f42
99,I39b1a559b5ed86addaf13d5b
60,Idc4cbab7b7d7962314c33ab2
90,Ib5ad7dd4351e36752eb9e6d7
74,Ib0ee09a2347ac5b471f5e01d
94,I42cac35e810dc9db5c072a0c
85,Ifbfeeb202f2c9a779a9ef46a
66,I7e39d9037c88e6b42bcb009f
78,I3cc866727b43dbc21ce3832a
56,I0c130528e615704bf23ed1d3
51,Ica6d5d1a8691f6691456e1af
60,If65b76d1de181335038018f2
86,Id383cbf952c08b3ff990bb8c
92,I7d94bd629d5b4ce1dc5434d0
65,I300ed5e85fddcf80c1a9dad5
66,I9537d1a0d3f0f6ad2084cc22
83,I49d55aa7a3479b72a2f109cf
91,I4ef86f04c626a9379134aa3e
57,I721665c20224010f274cd8a8
90,If2b5169ceb5c5c4430ad1447
94,I19309aa4a5a5978c361823ce
100,I74a41f9d9701ef2c56732a97
55,Iac9e52dc8a4385572f8838b5
74,I12d9ff68c914c9e380cae08d
91,I6f9fac6e8ada87f601fe4d71
98,I2fc56a1732e7eb4cc689f9f6
85,I4023b2a71a0d393b25b64bdb
86,Ia0524da5f2f4e4fcf4d16fdb
64,Ic069f363f51594b8b1282617
79,I4b7c7466d4085fa83d814367
53,I85dc71d304cf825c9d903137
74,Ib683dfad28be61b42d495d9d
89,I4b8ed9d730db4798174c7be9
83,I3c8500e9712f4e8783908045
71,Ic9ac7bc8bc1557073a13872d
73,I9ef3a0ecae4ae25c7fbe6bac
76,Icdc7a2edefeddb010b0a15de
68,Ibdecaa6b4d615c19bf2b57e1
66,Id848abe6c6b56fcdbb9cef4a
74,I33184a36b0bf8d1851688bb9
93,I856fb377ede5be4ffdce57d4
62,Icfbc1a679ae1cebf416df249
64,Idc3ee9157bf82e076977d01f
63,I6cef44feb6d00876ea313f6b
88,Id9d55b3707dfb5c585f51661
66,Ic47592b8a3291822f16fe913
65,Ia3ebde3be8a189679fcf9fe8
63,I721291f387868f18ae61ad6e
97,I4bd68eadfcca4999365a36ec
65,Iaa742e57650b449e80b1a5ba
75,Ib7ba6c67e00ecf8e1b0306ec
60,Ib1bece7985407fdfb5401023
54,I44528854356807a24172e75d
99,I82388d96e78b1754339889fa
52,If1c6c211df3adfa29622e1fa
97,Id1f5545536da78e66351a8f0
95,If57fa67fc3ba6d76520255d7
79,I673974c492ad9f5c2ebdc58a
88,Ia7befa1b995a2973fcaaf201
93,I3e986e0b3084cbf65faae0d7
96,I87efba431df736b9b413e091
76,I9d4601cd6ca737433e1c64f8
71,I0d8ed686a237c6c62f144738
56,Id55475173dce316181a43081
79,I833a96628ebfd30839aff841
98,Ieb89c2e966f4ca99ba84109d
54,I4395a1161ce69602971efffb
65,I3af1460270114c1ae2652f53
74,Iacefc700dd6b001ef99ac309
80,Iaeb22c0432833fbee474e29e
84,Ia0be585ce0395460999411e8
95,Ia140a717b8df2af99471fe87
95,I5d385268577d0b22ed1c396b
100,I40ada2431bd635485a1cd93c
51,I5fb5db0f45609d4ef8471e33
88,Id9cc3bc7e88791db159521e0
84,Ib2a27f9611ae7affb9800978
64,I801170fb76cf24b169268ff4
58,If5066409bd04fd26ede2a3ff
60,I18f4b15c60ae10616d7bf060
72,Iaf3d06d71c84e4ab4c6131cd
94,Ibf374814ac05ff3f5562c309
92,Ia18dd6c08ed77c7c8847f21f
73,Ifb57e9fafe3ff7e97814a181
67,I5b40a30853b8b7f744dbcd4e
63,Ibe9fd4aa2be1e17a52aafa02
61,Ic8955e64af81668d5b60b453
63,I566c33052c5a42b8dca13af6
54,I6f05fc775b51145906d26aee
61,Ice07f458e7f5309524c552d7
66,I36e6dd34d0487f044ffba9c5
97,I9582dffa02a1c4c29e1a69b1
80,I41a139b4b0b512d6bba6aeda
55,Ie88083de7217a504a8f36566
99,I252b6b68e84de9442971e593
68,Ib1bb95d052be4ec1e942d24e
68,Iec0e175ace7314f29cc2c8e8
100,Ifaa98be579eed802cc361ebc
52,I10b8b9cd169de87f2d5008ee
90,I3df1f9e8366e12494d471ea3
99,I5bda965d86e4a96087d6bfe3
73,I7e6efd0aca02beb31d452db6
72,I8bfd9c91e271ea06ed9a3d1a
54,Ifbd65649f419a76d4072814e
68,I12bbfd1d790e7b775461b919
83,I8df470688d203a6b4d59aa54
64,I866e06c24b5146516b1848e2
71,Iee1e88662d63dd588420495c
91,I5de092ff80ac3482fa6e66cd
79,I204c3be479bbf723ea8cdf29
79,I13148498ae274ee3a311e7ea
95,I4518b764138212af5ae78954
62,Ib4c9409a02cab4cf57d98c2e
54,I5d9dff2d57e2d2a8734a5318
76,I685ae164cdffd12e5f9699b3
92,I28a931f40137d21d7783afd9
79,I00422607597f76e0db8bc545
76,I2e505177e68e7c9c2b8c0b64
69,Iaf275615eba8f721ec307f15
54,Ie3c0479e61e3ea301e3675ba
65,Ia1cbd79656f7a41d71131c6e
86,Icf87d4c5eea8ba59b4ef08a2
54,Ic0d86535407270a4a311b414
93,Ie8f635e9916f261667a787ab
98,I5f019ba65a3491f11139e9e9
82,I2147d59c81595d1188acbcbe
69,I2f17199599604c7e5c5e6f5b
86,I5da24e849216329f065fbdf5
61,Ic782c5729b617f837c8cecaa
79,I55c26849832dda2608b44a7b
56,I427a46e61f4ddaaab95b91fd
79,I3b7e778d9bebb1637cc74931
67,I51f441601ac4ebb24315f5db
78,Iacec9198fcecbc088b7ff21f
84,Ibe15c1e97b3312d62cd7ccd4
90,Ie31fe8e61bcebb14f2591491
83,I2926e70d32e1321356b0bf2b
92,Ia37b043b70410dbd5cdf7339
89,I5e70173c2ea2125cd130213b
65,I7319d133c2309451831abcb1
54,I412669b344d05aeaded1be74
88,I85997ea8894fb54c2fcc68f3
92,Idfd8e6f9c35ef21833395991
91,Ifdfc4ceb561f0ff491d268c3
73,If061df6ade53d9dd58457497
72,I1cb7b161b3499afc790a8f1b
54,Iee81e153d2c54ac7458597df
69,I4c31b582e6dae9c63647b0d6
59,I9b73eea094aba93082f776e4
94,Id3234cce2d6c7dc8cee83534
99,I4abccdd3d984bafd06b1862e
84,I377765acb93897c646ba1c7d
72,I1a72b11604c13005587c0a67
74,If240dbb3bef7c120373061ed
100,If3a2afa4ca1c8457c0f54200
83,I3286d33054ec1ff057992e6f
77,I3875f5f52105af125d7d5cf1
63,I708ec8a42e10b82e9366713e
76,I3c045dd83ea6039a553d97fc
57,Idfaa34a6a603f3af2be3c586
62,I8a761c442a608768e1e64eaf
99,Ic1048f3e48913009483f8b06
98,Id2e6298a4b034cdd64c6838b
66,If43b60716d266d9c31422e65
91,I83cdf950bd4a51bc837dd5fd
51,Ib99841da8be6845ab7fb9181
97,Ic46987b7d899dd9899f8b5c1
73,If4bc1204d1730380954f99c4
99,I65f03006f84ba8b3974c98a9
92,I5328e502b246d3c889e74748
61,I61f9c3fe9c53b5c1ce77a001
89,Id458512aa8d560dffd08e599
100,Id16d03c6c8d7b9443ce7f36f
76,I013f3751960f2f3a75a00272
73,Ic854179acffd386334c514d1
74,Ic8e441b96853fa66ae233039
92,Ie54aed00ce0550f5cdfba4e4
91,Iaa646da6b6a5b16f5124a210
99,I6fe00244c3c89a4fc143e36f
97,Ibb6dbefbf162ede0feb5f721
100,I05bd5c874def7aca920f7c7a
79,Ie739c69fbd2618a9eb9a96a5
87,I1b7ef2768135a1b9b854ecf6
90,I5399a61e39b4219d341285d2
88,Ib5ecfd59303dadf98809e004
60,I1eec2c79f5eaa29a281e966b
86,I825f67e17c557c8b1858b167
69,I33686a37e20d1283d92b88aa
68,Iaee9ee38195383ce767d5e9c
51,I84b6deca729ad691be6a6cc4
87,I091ed054355167f7427b41c3
73,I7004f102655a14c4498130f2
98,Ibc0d681a00eed68662d59472
59,Ia1b703b52d46fe4a050cc98f
72,I9972444a55bce772ae218073
96,Ia5317fc8f8b60971db6dfcf4
97,Iad73d13ddc7c8bd0866ebdc3
79,I7ab3f406dd194df764fe8e55
70,I51367b455dcc61de30299aa7
63,I197075f54b34e3331cb1fab8
92,I07597a4f6f8ba989cd5e89be
79,I4b6f8a7e11161cf973b5e6c3
64,I9705d8ed93fbf12e63cd183b
69,If4530b303a6bd83af10139e7
62,I1f4f7ab67077b5c2568f973b
56,I03fe89d1c07f417a40c65fbb
53,I776315cf9c7f746fdc91c541
93,Idb0d9c22ce625a4901b337cf
69,I8088f674e2c6a39f754c4c7b
53,Iee339b354fd7fd1ea8fdeedc
97,I71663eedfe0e5279f0e43afb
68,Iba832c43e1ae4224a6bf00bf
69,Ifd9b3a98d73b77ea58d49421
73,I120215f9f669acbb7d1fe876
90,I1d70be693fe2817f0f6b2388
97,Ied5fad7e3762dc197baf22b7
99,Ia429ac6928ef317d7e3371f4
88,I4cd1d0e2ff4fa7647dd3af54
79,I690b06a0d5d42861d877228b
69,I2afe2a56d63f82f753f2ead0
92,If8490fa0260221619a0a81fd
97,I5ee7b055a5b535ca8bc919e1
69,I7641c90a82615838c60545af
66,I96f214663f4d52a4bcab632a
98,Ic59bf62be751c10bf0deb160
54,Ib0f9402f9588ce536e14f271
98,I6a7b7e795b3b0ca57bc89671
54,I544060744ff9abcc066371b9
71,I23f66dfb891e5969d754985b
75,I36f2a16b94270c795301c962
75,I59e504c47effe4a41ceebb67
71,I9a2296248c44de1e13558fb6
90,I944ceccadd5a1329c597ca1c
99,I91182ecde23cfa2b06a101cf
97,Ic1d4d1beba72ad1080370eb4
62,Ibd81733dddd0071f52f626ee
76,I159d8a9a3d59c42dcae7f75a
84,I4ad856f126922e68e8913563
51,I1a3277e600a6060c67dcb6c4
80,I87bd6d4786e7e2a1c1e60a18
71,Ic1464bde3ed2332e940e1fac
64,Ic3b7536f07cfbec80aa22d39
71,If6c1137964829b52d5f1a396
92,I3b4a055d25ae297bd5a03ffc
53,I860f85a0c1896feefaacd02d
54,Id7705cfc2cd23246ee2ba6f0
90,I47d8405e4d2fd3b6dfef7dd1
74,Ia58e85daf9f551e8973130e8
57,I3dc00872c28d98baa5149d29
58,Ib551843cdad68bd7dc68a90f
70,Icfe6a6de105a2815398f761c
68,Id86fa958e46dbbb9a136b0bd
86,Id0f4472af413f2ef369bc980
79,I5e932610dbded98ccccc5948
68,I5ad7d191d5aad58573d2b1ed
84,Icbd1fd160894f384fae64405
99,Ib286f1017439ac4f0a665010
58,Iaac8cca5a2a4a3c2aebcd492
100,Ie49af7b5cd86308a97a27e91
51,I1e304561968b2666ec513424
54,I923c1979402fc8cd557f5c80
99,Iff90b7882df6b49b878cd76c
81,I270e5dc1c4ae1ef178213c90
59,Iac6182392d5e4280eb459f8a
52,Ida25f8bacd5991d1a0dcff51
78,I13067ad8f0942cc78abc1071
87,Ied3b89b15f53c1c689d0a115
92,I685ebe78ab0f612c2da34434
68,I21cc0feb002f826c4259366b
98,Iac567041894784bf0a88d1c8
76,I196025f7a92aa7bf252876ab
87,Iad97fe4883f5750a6f7a0aa9
71,Idf0c8c260985a527023d2d10
60,Ica4c149e4b57121f6427714b
53,Ic6099308418e251517c70402
71,I27c81e1f21ddc91b6c5f8768
64,I5c52c18ec7570526912082e3
90,Id478450dbe4af4ab7a814ae6
77,Iab6b854a494b8aadd071fc96
60,Ica03e8136a119ad2cd437ca7
56,Ib5ccd616aca0fa376011f3d5
78,Iccc36c369d389778df8aad74
76,Ieeb2782d1fd724d9b0840a1f
64,I2c0e536e637fee30ac85b81a
73,Ica1648ddd71d03b1248bee0e
74,I7e3157079bcf92046e9424c8
74,I8441eaaa6b6b4bb9ef161902
91,I22d3923ceb242bbeb9abc8a2
69,I8f1cd42965828219dce4dc89
79,Ib64495adbaa4264e635ff4ae
76,Ie7e4551411b833e86824da01
53,If2f8f5372c6e4d6a5cd0f3d6
87,If4343574ac78baefc8711646
82,I4bb801db1aeb5ec1ab55ed88
73,Ife7e933139a21b4fc11d5c2f
100,I9e6a1dbdc7a3c595410aa2b7
66,Ic8215275bb255f500f33f48f
55,I06e58866ac43944fdc15eab5
70,Ia649b8b4a181c1fd1f70fd50
83,I0dd93589dd5f2a32e96fa92a
53,I0401e8684903ad1a655bc08a
61,I9c8024780c5198b4ca76e179
68,I5ac195ac3d4114013da2cb76
95,I83d1f4d784c5c1ff9fa247d8
66,Ib8720565e3b01af4b5e4b618
51,Id981115076c3f89f4d31b71a
86,I6840b9faaecf40e09f80d7d9
99,I0786d6315a8bb22df08ebc99
99,I52a8eb69c2ee347b828537d6
88,I3dd0726a7a09e4fc46737e6c
59,I9162cfabccbbee5a2d364bbe
76,I67a2b80df1f1d17b1abfc72e
88,Idadfb7f2cd671a940aef6b32
56,I17af308b603df591140ae9ce
79,I683dc2ce1bfd28dbb0186486
75,I69fef256ada93257914b15b9
75,Ibcac14051685ed5a0b9cce95
96,I4f14ed07b37bcd40a156f74e
54,Ie43fbe8d9f59a8c90efc196e
70,I66767c381d15d24bf5b9e8ab
69,I2ad16884a306625b45ad7b26
68,Ibe8549ba470257c4f2b1caeb
67,Ic989bf2e84530988d59e6636
61,I0a5385463e1d41d273a6fa35
97,I8e41bc14ccb86083819db4db
88,I33c81e3d9f28f5e03759e046
71,I46c6252fcaec3827082586cf
91,Iac95e7c807d76ade07ef5ff6
86,If5d4970fa7b459ddf43594d0
98,I1ccd37718995ae9735b96097
70,I6dd01e571d9e3f7fdc642dfa
60,I9574f342264991222b807afb
100,Ibe139f7d3a51aa509987ef4d
68,If130d0ff6b5c5bd31d416454
70,I063ade7a9fc148763d7f155a
88,I0d4d1ceaf7f175516e9bbf6f
53,I43887deb72adb272f1a44dcf
64,I657e8b8ddef8337f2d1f8062
72,I76411c742272d9e0eda7f22c
54,I84e7fd3f250014836399b2e0
98,I36876f0074d7347bb6d9d473
100,I0d01e9fd89c6e18785777bd7
100,I77e4957c33e3a21d9be956cd
94,Id24f18248b00cbad8a7e5f01
72,I2ef343b379a3ef9ab2b7a16b
69,I5137ce95a6999601f690d8b5
74,I2fa746c5029997c0d78a2c68
54,I1ee613a51d11b08f9a3ee72c
97,I4e6ab38ffd08c42a26ff1dcb
72,I2e606fa92ddf36c1ccd90315
86,Ifa0926b36893b9b7b123f33f
77,Ia2618bf70cae10bad54b32b3
72,I327e5485ac32dc6fcfc12a15
73,Ib23d2ecdb9d8cef01566bd0d
97,I2940a3f0429146c68f4a9440
65,Ie0d56ebd5502c4722a8003b5
71,Id831c923015c7822ccb4e311
98,I5f3d42af6542e453c761211a
54,Ief42937a78ee42584334e6a8
97,If845fcaeba20ee2c9fcc8dde
57,I461e0e486e7da6739456faf2
100,I6885eae2641052e7c70a937d
60,Id3863cc2af509ac43702c2c5
93,I3a6c44ad596a0c215dc5cb70
95,I659b5f3904deac614289f10e
82,If28ad2ea18d49ed54014b0b0
86,Ia77b711d4c8270aebe5be532
54,Ic78f50021484e553f5dc42d0
72,I7c0004cc7235bcbc8d785ccd
90,Id76d4f352347c1b5e0e84a2b
70,I8791a5032bc43118e77c8079
52,I7e75e164da6f1f80b8ebdece
89,I1a79a1d41f1a1fec99850fc3
85,I8eb933e7f191faca7f1c576c
51,I11247e15bd9032bf2c2aa7bc
71,I20159e2aa8b2d605b9d91c8b
88,Ib678794318226a9bb37ea8da
63,Ideaab33fe31adfd9fc29e97d
75,I029b2ae4c4922eb5529c8de8
55,I0c2e55c4bce72984ecb82c68
66,Icf2b9a70738b923731e5f536
70,Iea538ad9124b3589407d1a26
87,Ifbe871f2da51be3d564397b7
58,I1829d42739abb8dda6374773
59,I88c38f37146cc7f8cfdd2e9a
82,Ic13ffb9689318420adacdfb0
54,Ibf666c965704b125cc0dcd74
77,Id4eab5538d47793ed8499808
63,Ie9c459a081dc6d3227817f6f
69,Ideabbaaa18c27ffb2c09c715
84,I91c743353810a84c4348b755
60,If61b03bbac58e500483d41b7
82,Idded1100b1dc578d57d6bbb3
92,Iced692a96b862805961ef991
67,I4287350dfac0cf29e2f82edf
56,I1d5f545eb7e2507dd4c62a41
92,I4bd2e7d5618255fb44ace2b2
74,Ie08d6101469eaf46556dfcc1
76,Icae2eaa816c4674e89cc61b5
89,I50c43c7eb4d1b42027c43757
88,I1bf20fba89547b74c722912c
100,I4297acbb4d5b3b4edddd42db
67,I5e2f55403ea2ca97537e940d
92,I082276322d21f1b59bb758f1
82,If6208cbe690fd90be9bdb6aa
96,I36b48d59c03cbdef60ac3216
51,I91d82926f291b052cd82f082
53,I5cac5e74cffcd4a3ea526a9d
70,Iac9598153b2722ea40254702
65,Id0a79f965b9f456e5bb39c58
95,I2d2371d2f7f10bfb187a3442
60,Ib2ac1fce7b3d7516b9d94f95
77,I3b1389f65940380d61c4ea10
69,I047250644ef6bca70080cbb5
51,I3456f7f9e0dec7d44633eb49
73,I59ca9d7b49989c895c03382d
79,I0c30ae6e562cd4a42037a831
69,I766a019757b770a441c34887
68,I04ae21a5437f47847abee0d3
75,I9a278a83a5cbb78c40cd0b74
72,Ie2fa57d705884b98dd1916c3
82,I2af3147685fcfeb0567cba2a
78,I5c2a1fe8fe8559db8bac13e4
92,I4c0b14fb934e050f5420a843
51,Ia89e1b6bd2bf178f08527373
88,I67405d459c40ed1a58bbdf42
68,Ib2963b6fb540ae4255aeb2d3
89,Ib5cc6e79a0c522f0eaf23521
84,I5f5bc1dc15944530dc7bf1c6
73,Ic368cd0cb516a498e82efa1e
77,If830ad69f4a656ec6ebfd0e9
78,I4eba34ca9faa405d41c4e88d
78,Ic24f93aaaff39b61d93e18ba
99,Ib146b63498c83435538f8155
85,I29f43e33a7d331d95e5f4875
97,I9db2e94aa898da6dd142356b
73,Ia476e39da66736cc29849b2c
75,I930df5561722479268b6feeb
54,If02a93fd2d28a192cdb89a1b
96,I6c7d8c20d2abea94db08b6bb
85,I2327a9020b77c0738eb0047a
68,I5600d19f1826d9e1faca5015
95,I517e2a7fe367caedd7dbb970
64,I6c30fac60f7116164a894de8
88,I8a184164bd323add2cc66891
57,If17829354ec99a678a1adf96
63,Ibacf758a30ccfaf60640b787
72,I957aea64e821644d8eada3aa
88,I2d693b8463f4965608b88887
57,I3565861fe28990c1dcb4b574
87,I6b594e988677c1ee248d10d5
71,Id753ea46d4a76a9c48724cf2
82,I03bb3f748488202b9a20bfb4
65,I1aa454d475ad4723353313fc
72,I1771d8fc844f036a293fedc4
72,I50c617a5b6f8ef94cbb9dffb
65,I4327eece70ea7b9edebb45de
80,I40875a6f4a707719e318ccbe
51,I572c3ffa59b74cd7f70d1187
51,I4c5664b8bdc5272a46e90b75
60,I5e15520d2a8febaf0f7b8384
87,I1158c6c587942b0c7d454866
72,I42bc7cad38933c0ba0108df1
73,I6c16e17e25188f8d11aaa918
86,I97340b5948f699bdfce2a4d9
60,I17cb07738a32637ab1438117
55,Ic7c17f3a225165dbd9fe5bab
77,I689fbca2cd4118195cc849ff
82,I32384724241dbfa467c21c6c
52,I4d5f72d2d927e6cf1d9bc78d
88,I56a28ec2e23f0e9c7c2bfffb
66,I006ac09d379782abdbf55902
97,I54eee9652fc954756e1f9956
70,I97fadfb5c08ff6c8103dc383
72,I06ac4f6d2f0f8f65e9726216
95,I0879213db23f5343acd2b547
58,I97bd9e25a2efb91f8cf40dd0
77,Ie8057b4753f696a8c0d98a33
59,If12d84d644f6dea0e6aa516b
76,I625ff17149baa6a3c94eef58
54,If7909cbf6eadda7c8f94e56b
63,I4a4c1991be3af6e3b3e205cf
97,Ia9546f6a253be4261307b266
98,Iaa367c008da37234d1123fb8
59,I19490868f41afedb1af2770a
51,Ie16fa837a793b7cbb0fb225c
54,Id2318377b6dbc367bee51ad6
60,I2f52c1e620139ef036bf0136
79,I9ec02578a6b578bffe514530
60,I1d7134845455c7b060a51b4f
79,Id8d170372ba67ca5101bd9b0
91,I5537fa13d7da7de7c03aa223
62,I6b6f1e6f9241420aa494b9d0
74,I0d6d5f6a2259fb398971affc
78,I9f720770e661af8d62c764bd
70,Ib44331cc9ad6e3227d3b0687
64,Ia6cafd2fd1c88d994360a8bf
69,Idbd4cf56d284be4652fc791c
77,Ifba51af9bd347abe22e832ae
87,I3f0bc0ce3d438dda4500bb62
92,I923fbc612a349c8a74494aa7
54,I181c2b1f6a8faaaf68446412
70,I0b80be4ff61e4467658a7bbc
69,I9a137fd34b574e02ae22d579
64,I62fc182c953e66f3ca8be6a7
94,I17eb8b1ed1bedf3c3a036520
84,I13700e5d282afddac484a830
79,I8244311d1b2847b4a9e228da
77,I3d62b3af2bc97576dc43be0a
79,I6446c6002c4d2858605d47e8
53,If4d5a60a06b62cceefc08b08
70,I3a05a053748dd63ab5d43fe3
56,I67fd7171960b26010c2e7e7d
90,I71c9a7eea51b7c2265bed2f1
74,I0bf6b75cfa0b934a72acb327
70,I18db4766adc443195011fda9
54,I7ad54fb8e5dd8244782a21fd
67,I767cedb2a23905302490ca43
56,I88b9a06361c90dc6288095ff
74,I13a4fd38f8786cf58caadb8d
